smiles,gap,A,B,mu,alpha,u0,cv,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,SPS,MolWt,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BertzCT,Chi0,Chi1,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumRotatableBonds,MolLogP,fr_Al_OH,fr_ArN,fr_Ar_NH,fr_Imine,fr_NH0,fr_NH1,fr_Ndealkylation1,fr_Ndealkylation2,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aryl_methyl,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_imidazole,fr_ketone,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_oxazole,fr_oxime,fr_piperdine,fr_piperzine,fr_priamide,fr_unbrch_alkane,nAcid,nBase,VE1_A,VR1_A,nSpiro,nBridgehead,ATS4dv,ATS5dv,ATS6dv,ATS7dv,ATS8dv,ATS8d,ATS3s,ATS4s,ATS3Z,AATS5dv,AATS4d,AATS5d,AATS4i,ATSC2c,ATSC3c,ATSC4c,ATSC5c,ATSC1dv,ATSC2dv,ATSC3dv,ATSC4dv,ATSC5dv,ATSC6dv,ATSC7dv,ATSC8dv,ATSC4d,ATSC6d,ATSC7d,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,ATSC8s,ATSC2Z,ATSC3Z,ATSC1v,ATSC0i,AATSC5s,GATS2c,GATS3c,GATS4c,GATS5c,GATS1dv,GATS2dv,GATS1d,GATS2d,GATS2s,GATS3s,BCUTdv-1l,BCUTd-1l,BCUTi-1h,nBondsD,RNCG,C1SP2,C2SP2,C3SP2,C4SP3,Xch-3d,NssCH2,NdsCH,NdssC,NdNH,NssNH,NsssN,NaasN,NaaO,SdssC,SaasC,SssssC,ECIndex,ETA_shape_y,ETA_beta_ns_d,IC2,IC3,TIC0,TIC1,ZMIC2,FilterItLogS,piPC8,n5Ring,n6Ring,n7Ring,n3HRing,n4HRing,n6aRing,n5FRing,n6FRing,n7FRing,n8FRing,n9FRing,GGI4,Radius,TopoShapeIndex
OC1CC2(CC2)CC1=O,0.2229,3.19334,1.2263,2.7195,75.4,-423.044181,32.436,10.779699074074074,0.0625000000000002,-0.618055555555556,37.888888888888886,126.155,1.5555555555555556,16.281558124760046,10.070664872845963,5.85964940498741,-0.1238342132561178,2.4202983176691424,158.29908606943386,6.483127663125442,4.218744015013407,5.106527394840706,6.103966387748303,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,24.67745533817481,6.4208216229260096,0.0,9.901064578912528,0.0,0.0,5.41499046939678,0.0,0.0,0.0,0.0,0.0,0.0,16.993738728953947,4.794537184071822,5.41499046939678,0.0,37.3,6.103966387748303,4.794537184071822,11.19823541576172,6.4208216229260096,19.26246486877803,0.0,0.0,0.0,0.0,5.106527394840706,0.0,9.023773148148148,0.2881944444444444,0.0625000000000002,0.0,3.095833333333333,0.0,0.0,0.0,0.0,0.0,0.4903999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.781734814076194,32.22477440428166,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,168.66666666666666,113.75,615.0,0.0,1.5777777777777775,1.125,173.66197596172282,-0.0813399304035405,0.094056757269432,0.0142514730539557,-0.0716259636948924,11.914127423822713,-17.86149584487535,-8.049861495844876,4.60941828254848,-35.900277008310255,9.97229916897507,0.0,0.0,0.0304709141274241,1.3407202216066485,0.0,-2.861111111111111,-0.104166666666666,6.5,-7.0,-24.75,2.25,0.0,0.0,-7.86149584487534,-99.47091412742384,110.59024306846835,24.23775619765313,-1.546875,0.808999590745282,0.8128427397292791,0.871544031589536,2.17364733309087,0.6116244411326379,0.99526724936561,1.1687050359712232,1.9118218938362823,0.6091164713791084,0.9632909596039536,1.9,0.9779299218682964,13.636867779702534,1.0,0.4765033443804173,0.0,1.0,0.0,1.0,0.25,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0625000000000002,0.0,0.2881944444444444,66.0,0.24,0.0,3.221097250057956,3.616348566075163,25.83985735215127,47.42641024028384,18.66890691998525,-0.8490730448237758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.3333333333333333
C1CC1NC2=NCCO2,0.2788,4.92517,0.92431,1.3423,77.99,-419.210684,31.158,5.142638888888889,0.6683796296296294,0.6683796296296294,25.11111111111111,126.159,1.5555555555555556,16.505220414758785,10.698215267845008,5.748821132176071,0.3308753064812916,2.463332281711251,139.99328661116542,6.104448006685085,4.449489742783178,10.05365155780638,6.606881964512918,0.0,0.0,6.021680127344178,0.0,0.0,4.992404732635669,0.0,0.0,0.0,12.84164324585202,6.041840829147961,6.544756405912575,4.736862953800049,0.0,5.316788604006331,4.992404732635669,13.151638370425491,0.0,0.0,5.316788604006331,0.0,0.0,25.215159326917632,4.736862953800049,0.0,0.0,33.620000000000005,0.0,0.0,0.0,6.041840829147961,19.17331849776967,12.84164324585202,0.0,0.0,10.309193336642,4.736862953800049,5.142638888888889,3.180555555555556,0.0,0.0,1.4299537037037036,2.560277777777778,1.5874074074074074,0.0,1.0,0.0,1.0,0.1245999999999998,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.865262505890896,33.47440110184196,0.0,0.0,56.0,16.0,0.0,0.0,0.0,0.0,74.99999999999999,53.66666666666667,374.0,0.7272727272727273,2.727272727272727,2.363636363636364,169.06308384418392,0.3349086611898036,-0.2295302609637917,0.0086558730774922,-0.0317411507749317,21.756232686980614,4.62603878116343,-25.24930747922437,-26.520775623268698,-49.15235457063712,-0.6648199445983366,39.88919667590028,0.0,-1.994459833795014,-2.5595567867036007,5.362880886426593,0.3077100646352732,4.031548168667283,-4.992613111726686,-2.9409048938134807,-5.590027700831024,0.698060941828254,3.5900277008310235,0.0,-27.47922437673131,-5.93351800554016,-30.74292943120853,26.79858362865313,-0.254092168219592,0.8540211051170638,1.4213230296310193,1.3790246900879557,1.0368534084399523,0.573397913561848,1.0448584202682565,0.9905487804878048,1.2214285714285713,0.9497163332338012,1.32756046581069,1.8972208252636429,1.8369125817155791,14.553284834913663,1.0,0.4234440936049171,0.0,0.0,0.0,0.0,0.2886751345948128,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7615740740740743,0.0,0.0,83.0,0.2419354838709677,0.0,3.5110854081804264,3.5110854081804264,29.98156680222756,50.181297742447306,18.09479164687285,-1.093181508203162,1.9459101490553128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3.0,0.6666666666666666
C#CC12CC1C1OC21,0.2499,4.9959,1.69319,1.4352,68.32,-345.287896,26.347,5.296805555555556,0.2685185185185186,0.2685185185185186,71.125,106.12399999999997,1.75,16.61094234548766,9.857589334062435,5.397523247504978,0.3750151957242522,2.47395390050084,194.9225905198924,5.3533711511285205,3.882975369620977,4.736862953800049,6.103966387748303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423349895620259,5.920434318855644,6.4208216229260096,5.917906046161393,11.51895685714508,4.736862953800049,0.0,0.0,11.332896515558172,0.0,0.0,12.343784214475903,0.0,0.0,0.0,12.207932775496603,4.736862953800049,23.67668073003408,0.0,12.53,0.0,0.0,5.41499046939678,12.207932775496603,5.917906046161393,6.4208216229260096,0.0,0.0,5.920434318855644,11.160212849420308,5.241574074074074,0.0,0.2685185185185186,3.59375,0.0,7.646157407407408,0.0,0.0,1.0,0.0,0.0,0.4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.629905046410624,31.87193449573489,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,65.0,54.0,336.0,0.0,1.6470588235294117,1.4285714285714286,164.71028704245563,-0.0739442940717658,0.03098355816944,0.007038937467637,-0.0224916412842489,12.0,-23.0,-16.0,-7.0,4.0,4.0,0.0,0.0,3.0612244897959195,0.7346938775510206,0.0,0.3472222222222223,-2.883680555555555,-0.6093749999999999,-2.671875,-0.911458333333333,0.390625,0.0,0.0,-39.0,-28.0,53.63226957740864,19.180395354217985,-0.1302083333333333,1.1161577970803211,0.7245409513460626,1.0798422443959166,1.3601105323432643,0.546875,1.165,0.8294270833333333,1.5735416666666666,0.759276910435497,0.8895973705834018,1.985995706890176,0.9114657689813908,13.626902592234448,0.0,0.6023846763508334,0.0,0.0,0.0,1.0,0.4398264056274473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2685185185185186,62.0,0.3913043478260869,0.0,3.521640636343319,3.6644977792004623,18.14170945007629,39.69332843436964,15.745806808818305,-0.3049981251253928,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2361111111111111,2.0,1.0
CC1OCOCC1C#C,0.3013,2.07981,1.71184,1.8563,76.89,-422.996522,33.086,5.183657407407408,0.1377314814814811,0.1377314814814811,35.55555555555556,126.15499999999996,1.6666666666666667,16.67395152899148,10.06426893547055,4.961975384907433,-0.1501711080911249,1.8934931172271927,125.36806555425063,6.69023444431199,4.342535255101096,9.473725907600098,6.792942306099827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423349895620259,5.920434318855644,6.923737199690624,0.0,18.62875439842261,9.473725907600098,0.0,0.0,5.917906046161393,13.399824270612744,0.0,12.343784214475903,0.0,0.0,0.0,19.503790658361048,9.473725907600098,18.26169026063729,0.0,18.46,0.0,0.0,12.021872433909696,13.399824270612744,0.0,0.0,0.0,6.923737199690624,5.920434318855644,15.897075803220355,10.09523148148148,0.0,0.0,2.7413888888888884,0.0,5.339907407407408,2.990138888888889,0.0,1.0,0.0,0.0,0.6286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.833013544450876,28.15642331970324,0.0,0.0,53.0,6.0,0.0,0.0,0.0,0.0,108.41666666666669,112.75,568.0,0.2068965517241379,1.6341463414634143,1.2758620689655171,163.50626472622776,-0.0796524236126185,0.0133608248223261,0.0867527154760229,-0.1100753636171237,13.894736842105267,-22.919667590027704,-23.803324099722985,-7.41551246537396,-5.385041551246534,2.326869806094184,4.986149584487535,0.0,-1.6426592797783943,0.8725761772853181,0.4487534626038779,-1.0116959064327475,-4.279085872576176,-3.2135272391505083,5.724299784549093,-5.178747306863654,-1.7019852262234538,0.8200984918436436,0.0,-22.551246537396125,-57.750692520775615,-99.9517356219632,24.23775619765313,-0.178577493340126,1.4479912143510452,0.953472854535525,0.6490863331557359,1.0131095245377095,0.6799450549450554,1.4024321266968334,1.08433734939759,1.575478384124734,1.0762458778781894,0.9572267239953696,0.9939508164372785,0.9113509829769948,13.63183036648029,0.0,0.368702189347702,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.24,0.0,3.7871439606981374,3.7871439606981374,25.83985735215127,50.181297742447306,16.267035975900484,-0.4371430448237759,1.3862943611198906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622222222222222,3.0,0.6666666666666666
N=C1OC2C1CCC2=O,0.2058,3.22781,1.45953,1.8143,69.64,-437.911449,27.818,10.759629629629629,0.1504629629629625,-0.2245370370370372,39.55555555555556,125.127,1.6666666666666667,16.527736421391314,10.00431910151554,5.988143347674128,-0.1266573723835572,2.0740381061478543,187.49688176536185,6.430721420318147,4.287693700234704,4.736862953800049,0.0,17.784956678470852,0.0,0.0,0.0,10.203820789863345,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,5.917906046161393,9.53140013787187,5.409283605791522,0.0,5.917906046161393,0.0,0.0,0.0,0.0,0.0,0.0,17.784956678470852,9.53140013787187,11.327189651952915,0.0,50.15,0.0,4.794537184071822,17.805117380274634,12.31856696728362,6.4208216229260096,0.0,0.0,0.0,0.0,10.146146559591571,4.809027777777778,7.0731018518518525,0.0,0.638287037037037,0.0,1.2199537037037036,0.0,0.0,1.0,0.0,0.0,0.34157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.831419107664475,30.771205628957595,0.0,0.0,48.0,24.0,0.0,0.0,0.0,0.0,138.1111111111111,90.66666666666669,562.0,3.0,1.6666666666666667,1.375,178.1994609995122,0.0154814751195656,0.0574211823740545,-0.1706786847109693,0.1231730603011329,18.515625,-0.28125,-28.03125,-37.0,9.125,0.796875,0.0,0.0,0.34375,1.41796875,0.0,-2.31325954861111,3.87478298611111,-8.92990451388889,-24.99739583333333,12.940104166666666,-2.9970703125,0.0,0.0,-4.40625,-33.03125,50.07452168053847,23.027287983980425,1.6175130208333333,0.8283012733336144,0.8695658902393096,1.3354141806672997,0.5027856256637281,0.4426719840478563,0.7728813559322033,0.9257473481195758,1.289617486338798,0.5387325306801904,1.0959903339316894,1.8931794142229617,0.9772306635203732,14.547595058517096,2.0,0.4396543284341646,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4878240740740744,0.0,0.0,72.0,0.4918032786885246,0.0,3.75,3.75,26.83874054126984,48.49022499567306,17.0,-0.6985182124622824,1.6094379124341005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3161111111111111,3.0,0.6666666666666666
C1CC2OCCCC12,0.3222,3.3827,2.10583,1.2694,74.38,-349.005318,27.823,5.476851851851852,0.6840277777777777,0.6840277777777777,45.0,112.172,1.125,16.489246964156532,9.77336362825282,4.8326630071712815,-0.0821321728701481,1.7241624844621195,78.38761556290451,5.397341225498538,3.966326495188786,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.60119253786543,6.606881964512918,6.103966387748303,4.736862953800049,0.0,0.0,5.917906046161393,6.606881964512918,0.0,0.0,0.0,0.0,0.0,12.71084835226122,4.736862953800049,5.917906046161393,0.0,9.23,0.0,0.0,0.0,6.103966387748303,12.52478801067431,25.68328649170404,0.0,0.0,0.0,4.736862953800049,5.476851851851852,0.0,0.0,0.9618055555555554,0.0,6.1990740740740735,1.0289351851851851,0.0,1.0,0.0,0.0,1.5754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7219131777700665,27.248374892644826,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,90.58333333333334,62.83333333333333,473.0,0.0,1.761904761904762,1.3333333333333333,168.5487955769829,-0.0452580445057364,-0.001635339355531,-0.0229299854613844,0.0143923976000329,10.810000000000002,-13.390000000000004,-23.06000000000001,-20.379999999999995,11.440000000000005,9.680000000000003,0.0,0.0,-2.5,2.0,0.0,0.1247222222222227,-1.297499999999999,-1.4316666666666658,-1.889444444444445,0.7933333333333321,0.6422222222222216,0.0,0.0,-47.39,-37.26,31.85477327505697,24.90690872403018,0.0330555555555555,1.4322482902195044,1.1872677468086286,0.9751752816633265,0.0936979563532788,0.7812201185695159,1.3306886080909,1.105820105820106,1.4417344173441735,1.37214505660043,1.2559289534766374,1.855852334291432,1.8357368371055776,13.626543142335445,0.0,0.7007322412613367,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.2608695652173913,0.0,2.9219280948873623,3.6219280948873616,23.767527434690145,35.41901188909337,17.52472542625659,-1.0381740999519165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3333333333333333
CC(CCC=O)OC=O,0.2299,2.56517,0.74204,3.5213,75.01,-460.200916,35.212,9.76967970521542,0.1317592592592595,-0.1317592592592595,12.11111111111111,130.14299999999997,1.5555555555555556,16.527001734018338,10.220604574319974,5.487694283386976,-0.132984191710768,1.8457237685811985,90.30376252379816,7.112884175122364,4.308060412490447,9.53140013787187,6.286160523129555,0.0,0.0,6.472220864716464,0.0,4.794537184071822,0.0,0.0,0.0,0.0,13.344558822616634,6.4208216229260096,6.103966387748303,14.325937321943693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.862347775594323,14.325937321943693,0.0,0.0,43.370000000000005,0.0,9.589074368143644,6.103966387748303,19.31386411056848,6.286160523129555,0.0,6.923737199690624,0.0,4.736862953800049,0.0,4.504444444444444,0.0,0.0,0.0,0.0,1.7451351095993952,2.1461999244142103,0.0,0.0,0.0,5.0,0.5269999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.728363750529976,28.081310392959665,0.0,0.0,63.0,63.0,36.0,36.0,0.0,0.0,101.75,112.16666666666669,433.0,2.1,1.6666666666666667,1.4,165.85259026578024,0.0104423791541129,-0.041572233371516,-0.0657114401115628,0.1385407662187954,17.42659279778393,-11.698060941828256,-23.894736842105264,-10.0415512465374,-8.534626038781163,-15.23545706371191,6.925207756232688,0.0,-1.2188365650969528,0.4265927977839339,0.5429362880886428,2.219221298861187,2.8254847645429337,-8.763157894736848,-10.258925823330255,-13.918744228993532,-19.841028008618032,16.140658664204377,0.0,-27.277008310249307,-31.21052631578948,-129.6466962524414,22.53094870870577,-0.463958140966451,0.9186748858140836,0.9808062069258684,0.9379382727934829,0.7631289433110477,0.4883177570093457,0.9408350919505576,1.401639344262295,1.6277102062400846,0.6398730096183123,0.6639019988895059,0.9939410339852006,0.9567069079742015,13.643015497409346,2.0,0.4379511204815598,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.125,0.0,3.787143960698138,3.787143960698138,27.22667930006409,52.71062275542812,16.71418624047349,-0.7258479559126392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,4.0,0.75
O1C=C2C=NC=C2N=N1,0.1556,2.42971,1.80552,1.2399,78.1,-431.677395,25.662,4.547592592592593,0.7650462962962965,0.7650462962962965,10.22222222222222,121.099,1.3333333333333333,16.464860172447786,10.30594738919747,5.551880430810884,0.3616301879703387,2.3327430273186147,252.3978298101348,6.104448006685086,4.4663264951887856,4.523094936973348,11.95709099048752,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,5.098681808301038,0.0,0.0,11.46821011609235,11.760295063310071,4.523094936973348,0.0,15.35402687372752,0.0,0.0,18.65685013886521,11.257379486545457,0.0,0.0,0.0,15.35402687372752,0.0,0.0,11.257379486545457,51.81,0.0,0.0,0.0,0.0,11.257379486545457,6.263162995639057,12.393687143226153,0.0,19.87712181070087,0.0,4.547592592592593,6.98212962962963,1.6446759259259265,0.0,0.0,4.820138888888889,0.0,0.0,2.0,0.0,0.0,0.5693999999999999,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9018674160407003,31.503952796431783,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,73.83333333333333,54.0,447.0,0.0,2.4615384615384617,1.6666666666666667,182.92284736581905,-0.0620902008760379,-0.0233732609135423,0.0217048898818198,-0.0178259207704118,10.861111111111114,-15.805555555555554,-11.833333333333334,-3.305555555555558,-4.75,0.0,0.0,0.0,1.1736111111111116,0.0,0.0,2.062692901234568,-3.007908950617284,-0.8391203703703701,-1.041473765432099,-1.3813657407407405,0.0,0.0,0.0,-17.30555555555556,-23.166666666666664,-30.02901356146064,23.4135662120769,-0.4604552469135801,1.088164273744075,0.7885103341336754,1.060059584896028,1.2982286110867267,0.4173980382034072,0.8975626986930412,0.6023468057366363,1.3541480820695808,0.9852457829580828,0.8977533241632277,2.9476022459200246,1.751843351734519,14.698270260590071,0.0,0.4806864543500496,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6446759259259265,0.0,70.0,0.2479338842975206,0.0,3.584962500721156,3.584962500721156,21.900134529890124,38.2646625064904,18.52230625372597,-1.6672765095970925,5.582864647859772,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0972222222222222,3.0,0.3333333333333333
O=C1NC=CC2OCC12,0.2052,2.54373,1.8803,2.353,70.44,-437.909131,27.367,10.81337962962963,0.0682870370370367,0.0682870370370367,38.888888888888886,125.12699999999998,1.7777777777777777,16.512437340023578,9.949166330594378,5.820722690852485,-0.148637234599378,1.7401747331142476,175.89667380414838,6.267584713501616,4.377010097711745,10.05365155780638,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,6.076020106833881,6.199954889820448,18.62875439842261,9.53140013787187,0.0,5.316788604006331,5.917906046161393,6.606881964512918,12.27597499665433,0.0,5.316788604006331,0.0,0.0,18.618028081612728,9.53140013787187,5.917906046161393,0.0,38.33,0.0,4.794537184071822,17.929052163261204,6.606881964512918,0.0,0.0,6.199954889820448,6.076020106833881,5.316788604006331,4.736862953800049,5.057407407407407,2.613935185185185,0.0,0.1840277777777781,0.0,3.5804166666666664,0.5841666666666667,0.0,2.0,0.0,0.0,-0.3551000000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857275450490612,31.43920448844446,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,115.58333333333331,108.58333333333334,562.0,0.0,1.8846153846153848,1.3636363636363635,173.7248515138786,0.0499621565923587,-0.1996762236039631,0.1551543086430173,-0.0330467066501988,8.265625,-23.421875,-23.703125,-13.21875,7.171875,9.03125,0.0,0.0,-0.1484375,0.9453125,0.0,-1.2281901041666663,-1.7216796875000004,-10.101236979166668,-4.884331597222221,-1.2878689236111116,1.4950086805555554,0.0,0.0,-41.046875,-26.328125,12.17247357398331,23.027287983980425,-0.1170789930555556,0.9670061620675214,1.1367059527975452,0.8266458842860301,0.6768340847857279,0.5656896905103506,1.0128559413672955,0.9816906895208416,1.3427723224480477,0.6475457859377612,1.1526500234329642,1.9874610398336576,0.978051902885372,14.540283615685816,2.0,0.3657219699423956,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0914351851851857,0.0,0.0,71.0,0.3688524590163934,0.0,3.875,3.875,26.83874054126984,54.0,16.75,-0.2488282124622824,2.5649493574615367,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,3.0,0.3333333333333333
CN1CC(O)C1C#N,0.2562,2.55918,2.07977,4.4873,66.18,-379.901045,29.333,8.813935185185185,0.25462962962963,-0.4120370370370372,38.125,112.132,1.875,16.275181037065238,10.030304443632716,5.037195119892702,-0.0169602153324767,1.6686450333085072,120.88058452123624,6.146264369941973,3.753218857624055,5.106527394840706,6.041840829147961,0.0,0.0,0.0,0.0,4.899909730850478,0.0,5.261891554738487,0.0,0.0,7.04767198267719,6.544756405912575,12.173187700540575,5.106527394840706,5.261891554738487,4.899909730850478,0.0,13.592428388589765,0.0,6.069221312792274,0.0,0.0,0.0,35.74467273117721,0.0,11.33111286753076,0.0,47.26,6.103966387748303,0.0,6.041840829147961,6.544756405912575,0.0,0.0,0.0,18.01680302631994,0.0,10.368418949579192,0.0,17.08912037037037,0.0,0.0,1.722222222222222,-0.4120370370370372,0.6371296296296296,1.820046296296296,1.0,0.0,0.0,-0.8151200000000001,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.593984384542188,24.05232769192478,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,112.41666666666666,112.0,435.0,0.0,1.5,1.0,173.13136492203617,-0.1724884943962971,0.1144493669121421,0.1089034303649756,-0.123627486235961,11.5,-20.5625,-1.0625,9.125,-40.6875,9.1875,0.0,0.0,0.0,0.75,0.0,-1.9722222222222223,-4.96527777777778,-6.895833333333336,21.916666666666668,-31.24305555555556,2.5208333333333326,0.0,0.0,-17.0625,-59.0625,-46.36823039079539,23.08360826733973,-2.403311965811966,1.3246683004819233,0.8195054081568596,0.4756703478864058,1.6570597464684322,0.6490384615384616,1.1495726495726497,1.03125,1.7500000000000002,0.677246896964259,1.0309121694959402,0.99697116500759,0.9113491172406708,14.563342655802732,0.0,0.440243568382828,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.3853211009174311,0.0,3.577819531114783,3.577819531114783,26.390359525563188,44.34851554559677,15.85845859334435,0.5761117228951589,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,2.0,1.0
